,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6300,0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,1,-1.3068941006391515,1.569398564543129,0
6301,0,0,0,0,0,1,0,2,0,2,0,0,2,1,1,2,-0.6798696636885856,1.1207612618171143,0
6302,0,1,0,0,1,2,1,0,0,2,0,2,2,1,1,2,1.1729293356825825,0.9168352151234711,0
6303,1,0,0,0,1,0,1,2,2,0,2,2,2,1,1,1,1.3475647889446765,0.8760500057847425,1
6304,1,0,0,0,1,0,1,0,0,2,0,2,2,0,1,2,1.0298945834869624,-1.2447808798291453,1
6305,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,0.2980888745791402,-1.081640042474231,0
6306,0,0,1,1,1,0,0,2,2,2,0,0,2,2,1,1,0.17334926510621596,0.6313387497523708,0
6307,1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,-1.3185364641899577,1.2431168898333003,0
6308,1,0,0,0,1,2,1,0,2,0,0,0,0,0,1,2,0.4743875226342068,-1.285566089167874,1
6309,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,-1.458244826799633,-0.8369287864418593,0
6310,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.3285156329477916,0.8760500057847425,0
6311,0,0,1,1,1,0,0,0,0,2,2,2,0,1,1,2,-0.012928551706684058,-0.10279501834474424,0
6312,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,-1.504814281002858,-0.10279501834474424,1
6313,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0.46939793825528964,-1.1632104611516882,1
6314,0,0,0,0,1,2,1,0,0,2,2,2,2,1,1,1,1.3658599316673719,0.3050570750425419,0
6315,0,0,1,1,1,0,1,0,0,0,2,0,0,0,1,2,0.36461666629803313,-0.9592844144580451,0
6316,0,0,1,1,1,0,1,2,0,0,2,2,0,0,0,2,0.8968390000491765,-0.6330027397482163,1
6317,0,0,0,0,0,1,0,0,2,2,0,0,2,2,1,1,-0.7081439751691151,1.2023316804945716,0
6318,1,0,0,0,1,0,1,0,2,0,2,2,0,1,1,0,0.8768806625335088,-0.18436543702220148,0
6319,0,0,0,0,1,2,0,2,2,2,2,2,2,2,0,1,0.8269848187443392,1.5286133552044003,0
6320,0,0,0,0,1,0,1,0,2,2,2,2,2,2,1,0,1.31430089308523,0.5497683310749136,0
6321,0,0,1,0,1,2,1,0,0,2,0,0,2,0,0,3,0.8402903770881179,-0.38829148371584454,0
6322,1,0,1,1,0,1,0,2,0,2,2,0,0,1,0,2,-0.8179148315052885,0.5905535404136423,0
6323,1,0,1,1,1,0,1,2,2,2,0,2,2,2,1,0,1.3425752045657593,1.4470429365269433,0
6324,0,1,0,0,1,2,1,0,0,2,2,2,2,1,1,2,1.3675231264603442,1.1207612618171143,1
6325,0,0,0,1,1,2,1,0,2,0,2,2,2,2,1,2,1.3009953347414513,1.4062577271882146,0
6326,0,0,0,0,1,0,0,0,0,0,2,2,2,0,1,2,0.15838051196946543,-0.7553583677644021,0
6327,1,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,0.3130576277158912,0.9984056338009283,0
6328,0,0,1,1,1,2,1,2,0,0,0,2,2,1,0,3,1.1978772575771675,0.9168352151234711,0
6329,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,-1.48485594348719,-1.285566089167874,0
6330,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,3,-0.49858143125460247,-1.285566089167874,1
6331,1,0,0,0,1,2,1,0,0,2,2,2,0,0,1,1,1.0648216741393814,-0.38829148371584454,0
6332,0,0,0,0,1,2,1,2,0,0,0,2,2,0,1,2,1.1795821148544714,-0.7961435771031307,1
6333,1,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1.3043217243273957,0.5905535404136423,0
6334,1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.489845527866107,0.22348665636508466,0
6335,0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0.3346791600245316,0.22348665636508466,1
6336,0,1,0,0,1,2,0,0,2,0,0,0,0,0,1,1,-0.2773765237892835,-1.2447808798291453,0
6337,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,-0.5202029635632426,-1.285566089167874,1
6338,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.12345342131704626,-0.7145731584256735,0
6339,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0.13842217445379726,-0.2659358556996587,0
6340,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-1.5031510862098856,0.10113102834889882,0
6341,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,-1.4915087226590795,-1.2039956704904167,0
6342,1,0,1,1,1,2,1,0,2,0,2,2,2,0,0,2,1.2910161659836175,0.7129091684298281,1
6343,1,0,1,0,1,2,1,2,0,2,0,0,2,0,1,2,0.9816619344907653,0.3866274937199991,0
6344,1,0,1,0,1,0,0,2,0,0,2,0,0,0,1,1,-0.3305987571643977,-0.9184992051193165,0
6345,0,0,1,0,1,0,1,2,2,0,2,0,2,1,0,0,0.9583772073891528,1.161546471155843,0
6346,0,0,0,0,1,2,1,2,2,0,2,2,2,2,0,1,1.5088946838629915,1.4470429365269433,0
6347,1,0,0,0,1,0,1,2,0,2,0,2,2,1,1,2,1.1313494658582746,-0.9184992051193165,0
6348,1,0,1,0,1,2,1,2,2,2,0,0,0,1,0,2,0.8269848187443392,1.3246873085107573,1
6349,0,0,1,1,1,0,0,2,0,2,2,2,2,2,1,0,0.5176305872514871,1.6101837738818576,0
6350,1,0,1,1,1,0,1,0,2,0,2,0,0,0,0,2,0.4827034965990684,0.9168352151234711,0
6351,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,-1.4831927486942178,-1.285566089167874,1
6352,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,-0.06947717466774314,-1.0408548331355023,0
6353,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,0.33301596523155935,-1.2447808798291453,0
6354,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,0.33135277043858663,-0.9592844144580451,0
6355,1,0,0,1,1,2,2,1,1,1,1,1,1,2,1,1,-1.2985781266742897,-0.22515064636093007,0
6356,1,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1.232804348229586,-1.0408548331355023,1
6357,0,0,1,0,1,0,0,0,2,2,2,0,2,2,1,3,0.11347425255921241,1.2839020991720287,0
6358,1,0,0,0,0,1,0,2,0,2,2,0,2,2,0,0,-0.5484772750437722,1.5286133552044003,0
6359,1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,0.9683563761469866,-1.2447808798291453,1
6360,1,1,0,0,1,0,1,2,2,0,2,2,2,2,1,2,1.33592242539387,1.4062577271882146,0
6361,0,0,0,0,1,2,1,0,2,0,0,2,0,0,1,1,0.8120160656075881,0.508983121736185,1
6362,0,0,0,0,1,2,2,1,1,1,1,1,1,2,0,1,-1.3218628537759025,-0.34750627437711595,0
6363,1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-1.509803865381775,-1.1632104611516882,0
6364,1,0,1,1,1,0,1,0,0,2,0,2,2,0,1,0,0.9334292854945679,0.46819791239745634,0
6365,0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,-1.4698871903504391,1.6101837738818576,0
6366,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0.3130576277158912,-1.285566089167874,1
6367,1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,-1.5147934497606919,1.365472517849486,0
6368,1,0,0,0,0,1,0,0,2,0,2,0,2,0,1,3,-0.6732168845166964,-1.285566089167874,1
6369,1,0,1,1,1,0,1,2,0,0,0,0,2,0,0,2,0.6373806123454943,-0.7961435771031307,1
6370,1,0,0,0,1,2,1,0,2,0,0,0,0,0,1,0,0.5259465612163488,-0.9184992051193165,1
6371,1,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1.3126376982922574,1.3246873085107573,0
6372,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.5081406705888027,-1.285566089167874,0
6373,1,0,1,1,1,0,0,2,2,2,2,2,0,1,0,2,0.3047416537510296,0.22348665636508466,0
6374,1,0,0,1,0,1,0,2,0,2,2,0,0,2,0,3,-0.8245676106771778,-0.38829148371584454,0
6375,0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.489845527866107,-0.9184992051193165,0
6376,1,0,0,1,1,2,1,0,2,0,0,2,2,0,1,2,1.2244883742647246,-1.1632104611516882,1
6377,1,0,1,1,1,2,0,2,0,2,2,2,2,2,1,1,0.6207486644157709,1.6101837738818576,0
6378,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,2,-0.26739735503144946,0.10113102834889882,0
6379,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.4798663591082732,-1.285566089167874,1
6380,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-1.5081406705888027,1.039190843139657,0
6381,1,0,1,1,1,0,1,0,2,2,2,2,2,1,1,2,1.3725127108392614,1.5286133552044003,0
6382,1,0,1,1,1,2,0,0,2,2,0,2,2,1,0,1,0.4677347434623174,0.22348665636508466,0
6383,0,0,1,1,0,1,0,0,2,0,0,2,2,0,1,2,-0.5035710156335194,1.1207612618171143,0
6384,1,0,0,0,1,2,1,2,2,0,0,2,0,0,1,1,0.9151341427718724,-0.2659358556996587,0
6385,0,0,0,0,1,0,0,2,2,0,2,0,0,1,0,0,-0.22249109562119668,-1.0000696237967737,0
6386,1,0,1,1,1,2,1,0,0,2,2,2,2,1,1,2,1.254425880538226,0.3458422843812705,1
6387,0,1,1,0,1,2,1,0,2,0,0,2,0,0,1,1,0.9001653896351215,0.14191623768762746,0
6388,1,1,0,0,1,0,0,0,0,2,2,0,2,1,0,0,0.012019370187900788,0.8760500057847425,0
6389,1,0,1,1,1,2,1,0,2,2,0,2,2,2,1,0,1.3675231264603442,1.569398564543129,1
6390,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0.27314095268455535,0.9168352151234711,0
6391,0,0,0,0,1,2,0,2,2,0,0,0,0,2,0,0,-0.17093205703905476,1.6101837738818576,0
6392,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,3,-0.3256091727854808,-1.2039956704904167,1
6393,0,0,1,1,1,2,0,0,2,2,0,0,0,2,1,0,-0.16926886224608254,0.8760500057847425,0
6394,1,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,1.7201204225704765,1.6101837738818576,0
6395,1,0,0,0,1,2,1,2,0,2,2,2,2,2,1,2,1.4772939827965175,0.7944795871072853,0
6396,0,1,0,0,1,2,1,2,0,0,0,2,2,1,1,0,1.2145092055068907,1.1207612618171143,0
6397,0,0,0,0,0,1,0,0,0,2,0,2,2,0,1,1,-0.47363350936001763,0.2642718657038133,0
6398,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,-0.29068208213306207,-0.7145731584256735,0
6399,1,0,0,0,1,2,1,0,0,2,2,2,2,2,1,0,1.3841550743900675,1.487828145865672,1
6400,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,-1.5197830341396088,0.42741270305872775,0
6401,0,1,0,0,1,2,0,2,2,2,2,2,0,1,0,0,0.6024535216930755,1.2431168898333003,0
6402,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0.17334926510621596,-1.2447808798291453,0
6403,0,0,1,1,1,0,1,2,2,2,2,2,2,2,1,0,1.444030086937071,1.6101837738818576,0
6404,0,0,1,1,1,2,1,0,0,2,0,0,2,0,1,0,0.8702278833616195,-0.021224599667287014,1
6405,1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,-1.3185364641899577,0.3050570750425419,0
6406,0,0,1,0,0,1,0,2,2,0,0,2,0,1,1,2,-0.6499321574150838,1.039190843139657,0
6407,1,0,0,0,0,1,0,2,0,0,2,2,0,2,0,2,-0.6981648064112812,1.4062577271882146,0
6408,0,1,1,0,1,2,1,2,0,0,0,0,0,0,1,2,0.41950209446611997,0.7536943777685566,1
6409,1,0,1,0,1,2,0,0,0,2,2,2,2,1,1,3,0.4793771070131235,-0.062009809006015625,0
6410,1,1,1,0,1,2,1,2,2,0,0,0,0,0,1,1,0.665654923826024,1.487828145865672,0
6411,1,0,1,0,1,2,1,0,0,0,2,0,0,1,1,2,0.47771391222015125,-0.021224599667287014,0
6412,0,0,0,0,1,0,0,2,2,0,2,2,0,2,0,1,0.20494996617269018,-0.4698619023933018,0
6413,1,0,0,0,1,0,0,2,0,2,0,0,0,1,0,2,-0.3705154321957335,0.7944795871072853,0
6414,0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,-1.3518003600494042,1.6101837738818576,0
6415,0,0,1,0,0,1,0,0,2,2,0,2,2,2,1,2,-0.3555466790589825,1.6101837738818576,1
6416,1,0,1,1,0,1,0,2,0,2,0,0,2,1,0,0,-0.6865224428604749,0.7944795871072853,0
6417,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,-0.4935918468756855,0.3458422843812705,0
6418,1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,-1.4881823330731347,0.3458422843812705,0
6419,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0.14507495362568665,-1.081640042474231,1
6420,1,0,1,1,1,2,0,2,2,2,2,0,0,1,1,1,0.1484013432116311,1.4062577271882146,0
6421,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.5147934497606919,-0.6737879490869448,0
6422,1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,-1.5214462289325812,-0.6330027397482163,0
6423,1,0,1,0,1,0,0,2,2,2,0,0,0,0,0,3,-0.12935218721474667,0.10113102834889882,0
6424,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-1.4765399695223285,1.039190843139657,0
6425,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,-0.4786230937389345,-1.285566089167874,1
6426,1,0,1,1,0,1,0,0,2,2,2,2,0,2,0,3,-0.4886022624967684,0.7944795871072853,0
6427,0,0,0,0,1,0,0,2,0,2,2,2,2,2,0,0,0.48935627577095736,1.5286133552044003,0
6428,0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,-1.330178827740764,-0.551432321070759,0
6429,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0.31638401730183613,-1.285566089167874,1
6430,0,0,1,1,1,0,1,2,0,2,2,2,2,0,1,2,1.3974606327338461,0.10113102834889882,0
6431,0,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1.2128460107139178,-0.021224599667287014,0
6432,0,0,1,1,1,0,0,2,0,0,2,0,0,0,1,1,-0.3172931988206191,-0.6330027397482163,0
6433,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,1,-0.4769598989459623,1.4062577271882146,0
6434,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,-1.509803865381775,-0.9592844144580451,0
6435,1,0,0,1,1,2,0,0,2,0,2,2,2,1,1,3,0.48436669139204064,-0.062009809006015625,1
6436,1,0,0,0,1,2,1,2,0,0,0,2,0,0,0,2,0.8569223250178412,-1.1632104611516882,0
6437,1,1,1,1,1,2,1,2,2,0,2,0,0,1,1,0,0.8303112083302836,1.039190843139657,0
6438,1,0,0,0,1,0,0,2,0,2,2,2,2,1,0,3,0.46939793825528964,1.1207612618171143,0
6439,1,0,0,0,1,2,1,0,0,2,2,2,2,1,1,2,1.3226168670500917,1.039190843139657,1
6440,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.5081406705888027,-1.285566089167874,0
6441,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.4964983070379965,-0.22515064636093007,0
6442,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1.7084780590196704,1.365472517849486,0
6443,1,0,0,0,1,2,1,2,0,0,0,2,0,0,1,0,0.7604570270254463,-0.7145731584256735,0
6444,1,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1.1696029460966375,0.5905535404136423,1
6445,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,0.5459048987320164,0.3458422843812705,0
6446,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1,2,-0.6848592480675028,1.0799760524783857,0
6447,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0.18166523907107757,0.7129091684298281,0
6448,1,0,1,1,0,1,0,2,0,2,0,2,0,1,0,1,-0.6798696636885856,-0.6330027397482163,0
6449,1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,2,-0.5235293531491874,-1.081640042474231,0
6450,1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,1,-1.1788281015802824,0.7536943777685566,0
6451,1,0,0,0,1,0,1,0,2,0,2,2,2,0,0,2,1.186234894026361,0.46819791239745634,1
6452,1,0,1,0,1,0,1,0,2,0,0,2,0,0,1,1,0.6789604821698023,0.6721239590910995,0
6453,1,0,0,0,1,0,1,0,2,0,0,2,2,0,0,2,1.0232418043150735,-1.2447808798291453,1
6454,1,0,1,0,1,2,0,2,0,0,2,0,2,1,1,3,0.14008536924676948,1.0799760524783857,0
6455,1,1,0,0,1,2,0,2,2,0,0,2,0,0,1,0,0.18166523907107757,0.7129091684298281,0
6456,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.4732135799363837,1.0799760524783857,0
6457,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,0.3080680433369745,-0.5922175304094877,0
6458,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0.338005549610476,-0.9184992051193165,0
6459,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,-0.6748800793096686,-0.7553583677644021,0
6460,1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,-1.4449392684558542,0.10113102834889882,0
6461,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3,-0.713133559548032,-1.0000696237967737,0
6462,1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,-1.4915087226590795,-0.5922175304094877,0
6463,0,0,1,1,1,2,1,2,2,0,0,2,0,1,0,0,0.9733459605259037,1.1207612618171143,0
6464,0,0,0,0,1,0,1,0,0,2,0,2,2,0,0,2,0.9816619344907653,-1.285566089167874,1
6465,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,-1.5081406705888027,-1.081640042474231,0
6466,0,0,0,1,1,2,0,2,2,0,2,2,0,0,1,3,0.3662798610910058,-0.551432321070759,0
6467,1,0,1,1,1,2,0,2,2,0,2,0,0,1,0,0,-0.024570915257490132,0.8352647964460139,0
6468,1,1,1,0,1,2,1,2,2,2,0,2,2,2,1,0,1.485609956761379,1.6101837738818576,0
6469,0,0,1,0,1,2,1,0,2,2,2,2,2,2,1,1,1.5271898265856871,1.1207612618171143,0
6470,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,-0.32893556237142546,-1.285566089167874,1
6471,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,-0.3804946009535674,-0.7961435771031307,0
6472,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.16835968072729926,-1.1224252518129596,0
6473,1,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1.2161724002998628,-1.285566089167874,1
6474,1,0,1,1,1,0,1,0,0,2,0,2,2,0,0,2,1.068148063725326,-0.7961435771031307,0
6475,1,0,0,0,1,2,0,2,2,2,2,2,2,1,1,0,0.8552591302248684,0.18270144702635607,0
6476,1,0,1,0,1,0,1,2,0,0,0,0,0,0,1,3,0.28810970582130635,1.2839020991720287,0
6477,0,0,1,0,1,2,0,0,0,2,2,2,0,0,0,0,0.10183188900840634,-1.1224252518129596,1
6478,0,0,1,0,1,2,1,0,2,0,2,0,2,2,1,0,0.9799987396977927,1.161546471155843,0
6479,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0.15339092759054826,-1.285566089167874,1
6480,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,-1.531425397690415,-1.285566089167874,1
6481,1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.5131302549677197,-0.2659358556996587,0
6482,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0.14341175883271443,-1.285566089167874,1
6483,1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,-1.5014878914169132,-0.34750627437711595,0
6484,1,0,1,0,0,1,0,0,0,2,2,2,2,1,0,2,-0.342241120715204,-0.6330027397482163,0
6485,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,3,-1.1671857380294763,-0.2659358556996587,0
6486,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0.15838051196946543,-1.285566089167874,1
6487,1,1,1,0,1,2,1,2,0,0,0,2,2,0,0,2,1.229477958643641,0.3050570750425419,1
6488,1,0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1.269394633674977,0.7944795871072853,0
6489,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,2,0.5791687945914629,-1.285566089167874,1
6491,0,0,0,0,0,1,0,2,0,0,2,0,0,2,0,3,-0.99088708997441,-0.4698619023933018,0
6492,0,0,1,0,1,2,1,0,2,2,0,2,2,1,1,0,1.3575439577025104,1.4062577271882146,0
6493,0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,0,-0.2873556925471174,0.46819791239745634,0
6494,1,0,1,1,0,1,0,0,2,2,2,2,2,1,0,2,-0.15097371952338684,1.5286133552044003,0
6495,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0.47771391222015125,-1.2039956704904167,1
6496,1,0,1,1,1,0,0,2,2,2,0,0,0,2,1,0,-0.16926886224608254,0.9576204244621997,0
6497,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0.6556757550681896,-0.7961435771031307,1
6498,0,0,1,1,1,2,1,2,2,0,0,0,2,0,1,0,0.9483980386313189,1.039190843139657,1
6499,0,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2,0.975009155318876,0.3866274937199991,1
6500,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,-1.325189243361847,-1.285566089167874,1
6501,0,0,1,1,1,2,1,2,0,2,2,0,2,2,0,3,1.1562973877528593,0.5497683310749136,0
6502,0,0,1,1,1,0,0,2,0,0,0,0,0,2,1,0,-0.47363350936001763,1.2431168898333003,0
6503,1,0,0,0,1,0,0,0,2,2,2,0,0,0,1,2,-0.13267857680069137,-0.877713995780588,0
6504,1,0,1,1,1,2,0,0,0,2,2,0,0,0,1,0,-0.17425844662499945,-0.7145731584256735,0
6505,1,0,1,0,0,1,0,2,2,2,2,2,2,2,1,2,-0.006275772534794672,1.6101837738818576,0
6506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-1.3235260485688747,-0.14358022768347287,1
6507,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,-0.5301821323210765,-1.285566089167874,1
6508,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,-0.3339251467503424,-1.081640042474231,0
6510,1,0,1,1,1,2,1,0,2,0,0,0,2,1,1,2,0.8802070521194533,1.2431168898333003,0
6511,1,0,0,0,1,0,1,0,0,2,0,0,2,0,1,2,0.6972556248924977,-1.2447808798291453,1
6512,0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,-1.3235260485688747,-0.5922175304094877,0
6513,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,-1.0274773754198012,0.42741270305872775,0
6514,0,0,0,0,0,1,0,2,2,2,2,0,0,1,0,3,-0.6316370146923883,-0.7145731584256735,0
6515,1,0,0,1,1,2,1,0,0,0,0,2,2,0,0,2,1.0082730511783224,-0.9184992051193165,1
6516,1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.4765399695223285,0.9168352151234711,0
6517,1,0,0,1,1,2,1,0,0,0,2,2,2,1,1,0,1.1878980888193331,0.6721239590910995,1
6518,1,0,1,1,1,0,0,0,2,2,0,0,0,0,1,3,-0.3189563936135916,-1.081640042474231,1
6519,1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-1.4815295539012454,1.5286133552044003,0
6520,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,0.33135277043858663,-1.2447808798291453,1
6521,1,1,1,0,0,1,0,2,0,0,2,0,0,1,0,0,-0.9576231941149635,1.2431168898333003,0
6522,0,0,0,0,1,0,0,0,2,0,2,0,2,0,1,0,0.03031451291059625,-0.3067210650383873,0
6523,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,-1.4815295539012454,-0.5922175304094877,0
6524,1,1,1,0,1,2,1,0,2,0,2,2,2,0,1,2,1.3608703472884547,-0.18436543702220148,0
6525,0,1,0,0,1,0,1,2,2,0,2,0,2,1,1,3,1.0598320897604643,0.8352647964460139,0
6526,1,0,0,0,1,0,1,0,2,2,0,2,2,1,1,0,1.2461099065733643,0.10113102834889882,1
6527,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-1.3468107756704872,-1.285566089167874,0
6528,1,0,1,0,1,2,1,2,2,2,2,2,2,1,0,1,1.6885197215040026,1.5286133552044003,1
6529,1,0,0,0,1,0,1,0,0,2,2,0,0,0,1,2,0.497672249735819,-1.2447808798291453,1
6530,0,0,1,0,1,0,0,0,2,0,2,2,2,0,1,2,0.2714777578915831,-0.2659358556996587,0
6531,0,0,0,0,1,0,0,2,2,0,0,0,2,1,0,2,-0.017918136085601218,0.060345819010170214,0
6532,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.4765399695223285,-0.551432321070759,0
6533,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,0.36960625067695024,-0.7145731584256735,1
6534,0,0,1,1,1,0,0,2,0,2,0,0,0,1,0,1,-0.33725153633628707,1.2023316804945716,0
6535,0,1,0,0,1,2,1,0,2,2,0,2,2,0,1,0,1.325943256636036,0.3866274937199991,1
6536,0,0,0,0,1,0,0,2,2,0,0,2,2,0,1,2,0.32469999126669774,-0.9592844144580451,1
6537,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,-0.4570015614302944,-0.34750627437711595,0
6538,1,1,1,0,0,1,0,2,2,2,0,0,0,2,1,2,-0.7630294033372017,1.4470429365269433,0
6539,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,3,-0.35055709468006563,-0.062009809006015625,0
6540,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,-0.2873556925471174,-1.285566089167874,1
6541,1,0,1,0,1,2,1,0,0,2,2,2,2,0,1,2,1.3708495160462886,-0.4698619023933018,1
6542,0,0,1,0,1,0,1,0,2,0,0,2,2,1,1,2,1.0348841678658796,1.2431168898333003,0
6543,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0.4943458601498745,-1.2447808798291453,1
6544,0,0,1,1,0,1,0,0,2,2,2,2,2,2,1,0,-0.11438343407799567,1.161546471155843,0
6545,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0.12511661611001895,-1.285566089167874,1
6546,1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.504814281002858,-0.5922175304094877,0
6547,0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,-1.5264358133114981,-1.081640042474231,0
6548,0,0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,1.1679397513036653,0.019560609671441603,0
6549,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,-1.48485594348719,-0.6737879490869448,1
6550,0,0,1,0,1,0,1,0,0,2,2,2,2,0,1,2,1.124696686686385,0.9576204244621997,0
